Name,Price,Author,Date,Publisher,Comment,sales
人工智能形式概念系统,30,危辉,4/1/2011,科学出版社,32,48756
表面等离体激元共振生物传感器,50.3,隋森芳,4/1/2008,上海科学技术出版社,35,55223
自动控制原理,19.8,常俊林,8/1/2010,中国矿业大学出版社,3,68341
运动控制实用技术丛书 ,21,郑魁敬,6/1/2009,中国电力出版社,81,37983
仿真科学技术及工程,109,刘兴堂,3/1/2013,科学出版社,32,49626
供应链鲁棒优化与控制策略,42.7,邱若臻,3/1/2012,科学出版社,16,38343
强非线性系统周期解的能量法,31.6,李骊,5/1/2008,科学出版社,14,35370
自动控制综合应用技术——嵌入式控制器、PLC、变频器、触摸屏、工控机、组态软件的综合应用（第2版）,40,魏克新,6/1/2012,机械工业出版社,310,72658
基于社会化标签的Web知识推送：网络分析视角,53.7,易明,5/1/2013,科学出版社,14,58737
清单计价2003软件使用手册及工程实例高级教程(含盘),31.6,深圳市清华斯维尔软件科技有限公司,11/1/2003,中国建筑工业出版社,0,26116
传感器技术及应用教程,22.5,马林联,8/1/2013,中国电力出版社,13,54775
数据压缩（第3版）,25.3,吴乐南,8/1/2012,电子工业出版社,106,39748
智能控制原理及应用,22.9,张建民,2/1/2003,冶金工业出版社,0,16817
智能传感技术与系统,22.7,钱政,9/1/2008,北京航空航天大学,32,33466
常用传感器应用技术问答,19.8,孙克军,1/1/2009,机械工业出版社,1,77495
过程控制系统——应用、设计与整定(第3版),35.6,欣斯基,6/1/2004,清华大学出版社,36,28883
电液伺服万能试验机GBT ,12.4,,11/1/2008,凤凰出版社,6,68659
智能控制技术,19.8,张铭钧,1/1/2006,哈尔滨工程大学出版社,0,22064
云模型与粒计算,51.8,王国胤,7/1/2012,科学出版社,119,65343
环境设计人机工程学,20.3,王熙元,10/1/2010,东华大学出版社,68,64645
语义网推理的原理与实践： ,401.7,José,12/1/2006,崇文书局（原湖北辞书出版社）,0,89147
无线传感器网络通信协议,24.1,尚凤军,6/1/2011,电子工业出版社,78,26108
自动控制原理,17.9,,,重庆大学出版社,1,49754
传感器原理及其应用,53.7,温殿忠,6/1/2013,科学出版社,11,100123
人工智能及其应用,25.7,蔡自兴,5/1/2000,清华大学出版社,0,49798
系统仿真技术及其应用（第11卷）,262.2,陈宗海,7/1/2009,中国科学技术大学出版社,4,80571
视读人工智能,14.3,亨利·布莱顿,2/1/2007,安徽文艺出版社,403,95024
数据压缩技术及应用,25.3,吴家安,1/1/2009,科学出版社,16,39841
实用系统仿真建模与分析——使用Flexsim（配光盘）,19.3,秦天保,2/1/2013,清华大学出版社,304,51451
遥感原理与应用,22,沙晋明,2/1/2017,科学出版社有限责任公司,72,12777
自动控制原理简明教程（第二版）,25.3,胡寿松,10/1/2011,科学出版社,94,21573
过程控制原理(章高建)(12-2),14.2,章高建,,化学工业出版社,0,19955
在自动控制中的应用,26.9,吴晓燕,9/1/2006,西安电子科技大学出版社,19,69146
自动控制原理及应用,17.1,郝建豹,8/1/2011,北京师范大学出版社,8,95362
智能信息处理与应用,26.9,李明,9/1/2010,电子工业出版社,25,71745
汉语人机语音通信基础,135.2,张家,4/1/2010,上海科学技术出版社,16,14473
精通QTP与自动化测试框架设计实战（附光盘）,46.6,张斌,4/1/2010,人民邮电出版社,44,61723
智能方法及应用,63.2,钟珞,4/1/2016,科学出版社有限责任公司,8,32787
辽宁省优秀自然科学著作 ,51.4,,11/1/2013,辽宁科学技术出版社,0,87553
模块化程序设计语言：JMLC ,499.9,David,12/1/2006,湖南文艺出版社,0,66056
和谐智能CACD系统,25.3,杨国为,12/1/2006,科学出版社,0,64617
控制工程基础与应用,17.4,赵丽娟,8/1/2009,中国矿业大学出版社,1,1738
现代控制理论基础(第2版),19.8,梁慧冰,1/1/2012,机械工业出版社,22,61922
过程控制与集散系统,27.7,方康玲,1/1/2009,电子工业出版社,39,41225
PRICAL ,607,Mitsuru,12/1/2002,湖南文艺出版社,0,39890
人工智能,20.3,王万森,3/1/2011,人民邮电出版社,47,71042
传感与检测技术,26.9,刘红丽,6/1/2007,国防工业出版社,1,41308
人工智能引论（朱福喜等）,23.7,朱福喜,9/1/2006,武汉大学出版社,2,5468
教育技术与人工智能,15.2,贾积有,,吉林大学出版社,7,87903
计算机控制及仿真,17.9,朱苏朋,8/1/2009,国防工业出版社,13,59702
模式识别原理及应用,43.5,余正涛,6/1/2014,科学出版社,16,31902
自动控制原理实验技术,14.4,彭秀艳,12/1/2006,哈尔滨工程大学出版社,7,21579
现代仿真技术与应用,21.8,,,国防工业出版社,0,39572
word ,30.8,施博客研究室,8/1/2007,清华大学出版社,6,76077
生产系统仿真——Plant ,38.7,周金平,11/1/2011,电子工业出版社,317,80721
控制工程基础及应用,26.2,张建新,8/1/2012,国防工业出版社,4,64170
计算机控制技术（第2版）,15.8,俞光昀,3/1/2008,电子工业出版社,2,61863
图解传感器与仪表应用,31.6,李方园,6/1/2011,机械工业出版社,31,92480
控制系统计算机辅助设计(附光盘),23.3,蔡启仲,8/1/2003,重庆大学出版社,3,77488
定量遥感模型应用及不确定性研究,46.6,柳钦火,1/1/2016,科学出版社,71,30153
非线性微分代数系统的控制理论与应用,22.1,张秀华,9/1/2007,科学出版社,26,29253
人工智能 ,31.7,卢格尔,3/1/2009,机械工业出版社,227,49949
智能控制与应用,35.6,姜长生,7/1/2007,科学出版社,8,71827
人机界面设计,22.7,刘伟,5/1/2011,北京邮电大学出版社有限公司,35,10036
奇异系统的鲁棒控制理论,31.6,鲁仁全,6/1/2008,科学出版社,40,17001
传感器简明手册及应用电路压力传感器分册,25.3,,,西安电子科技大学出版社,0,38568
传感器与检测技术,24.8,魏学业,9/1/2012,人民邮电出版社,43,97973
故障智能诊断系统的理论与方法,12.6,王道平,5/1/2001,冶金工业出版社,3,41240
人工智能的未来（套装共2册） ,96.4,雷·库兹韦尔,1/1/2017,浙江人民出版社,198,37713
基于生物网络的智能控制与优化,47.4,丁永生,3/1/2010,科学出版社,28,52891
无线传感器网络与监测应用,30.3,李岳衡,12/1/2011,国防工业出版社,34,14766
ENVI遥感图像处理方法,46.9,邓书斌,1/1/2017,科学出版社,904,87274
感知与交互作用技术： ,374.9,Elisabeth,12/1/2006,崇文书局（原湖北辞书出版社）,0,54531
游戏人工智能,89,Steve,9/1/2017,电子工业出版社,281,79601
微传感器MEMS与智能器件,61.6,加德纳,9/1/2007,中国质检出版社(原中国计量出版社),37,17394
微型计算机控制技术,22.1,潘新民,7/1/2001,高等教育出版社,13,9547
现代检测技术及仪表,22.4,,,高等教育出版社,1,4204
群体智能（英文版）,51.7,肯尼迪,2/1/2009,人民邮电出版社,41,46541
人工智能——大脑的镜子,14.2,哈里·亨德森,1/1/2008,上海科学技术文献出版社,5,65147
控制系统仿真,16.6,党宏社,3/1/2008,西安电子科技大学出版社,0,21855
粒计算：过去、现在与展望,47.4,苗压谦,8/1/2007,科学出版社,12,75011
人机交互：以用户为中心的设计和评估（第5版）,33.2,董建明,8/1/2016,清华大学出版社,165,55976
过程控制：系统.仪表.装置,24.8,林锦国,3/1/2001,东南大学出版社,0,77932
计算机仿真技术,13.5,,,,0,22351
智慧城市与智能系统的前沿问题与应用,41.4,中国工程院,1/1/2014,高等教育出版社,6,88390
时滞系统鲁棒控制——自由权矩阵方法,37.9,吴敏,5/1/2008,科学出版社,44,27673
非线性系统的不连续控制,37.9,李传东,3/1/2013,科学出版社,9,22777
工业控制网络技术实验教程,21.6,梁清华,7/1/2014,东北大学出版社有限公司,5,14136
人机交互：以用户为中心的设计和评估（第4版）,36.3,董建明,1/1/2013,清华大学出版社,179,20591
集成运动控制系统工程实战,28.4,许少伦,11/1/2011,电子工业出版社,15,18250
无线传感器网络技术,27.4,郑军,6/1/2012,机械工业出版社,70,16671
过程控制系统,20.8,,,武汉理工大学出版社,0,21830
现代控制系统设计与仿真——使用PIMCSD工具箱,35.6,吴志刚,5/1/2012,科学出版社,13,25898
人工智能及其教育应用,21.2,李鸣华,6/1/2008,科学出版社,21,20142
人体生理信号的情感计算方法,71.1,刘光远,10/1/2014,科学出版社,17,22839
传感器与自动检测技术,24.5,柳桂国,3/1/2011,电子工业出版社,6,17410
工业组态监控软件及应用(于玲),21.2,于玲,9/1/2012,化学工业出版社,22,22097
文本、语音与对话：TSD ,714.2,Petr,12/1/2006,崇文书局（原湖北辞书出版社）,0,27316
信息技术 ,35.6,,9/1/2009,凤凰出版社,2,17902
自动控制原理与应用,16.7,梁南丁,8/1/2007,北京大学出版社,5,11926
自动调节系统的工程设计方法,40,刘维,11/1/2011,机械工业出版社,16,14055
验证与分析的自动化技术 ,607,Susanne,12/1/2006,湖南文艺出版社,0,24464
Euro-Par ,812.4,Burkhard,12/1/2001,湖南文艺出版社,0,24111
人工智能与专家系统,22.9,刘白林,2/1/2012,西安交通大学出版社,23,18651
视觉仿生学原理与应用,45.8,谢剑斌,11/1/2013,科学出版社,34,14838
虚拟仪器及其在机械测试中的应用,28.4,柏林,9/1/2007,科学出版社,5,21354
《自动控制原理》教与学导引,17.2,胡皓,7/1/2011,水利水电出版社,2,26283
定量遥感（附光盘）,46.9,顾景范,8/4/2017,科学出版社,372,12195
MICAI人工智能进展2002MICAI ,571.3,Carlos,12/1/2002,湖南文艺出版社,0,29024
自动目标识别评估方法及应用,45.8,付强,8/1/2013,科学出版社,22,14757
智能计算：若干理论问题及其应用,19.8,梁久祯,1/1/2007,国防工业出版社,0,26388
制造过程智能优化调度算法及其应用,30,刘民,3/1/2008,国防工业出版社,23,26985
知识驱动型拟人智能控制系统研究,26.2,朱宏辉,6/1/2012,武汉理工大学出版社,19,26170
概念建模进展—理论与实践会议录Advances ,535.6,John,12/1/2006,湖南文艺出版社,0,12361
自动控制技术,19,郁建中,6/1/2008,北京邮电大学出版社有限公司,1,24745
"不确定性非线性系统""模拟-优化""耦合模型研究",40.7,周丰,3/1/2010,科学出版社,50,24101
国家级自然保护区遥感影像图集,314.4,王智,10/1/2013,科学出版社,6,15229
数字信号完整性：互连封装的建模与仿真,39.5,李玉山,1/1/2009,机械工业出版社,4,15189
无线传感器网络技术与应用,22.7,安文,10/1/2013,电子工业出版社,6,22346
基于案例推理的智能决策技术,15.8,李锋刚,1/1/2011,安徽大学出版社,85,15599
专家系统外壳Pro3工程与实践,26.2,崔奇明,10/1/2013,,6,26181
微型计算机控制技术,19.3,张国范,6/1/1997,东北大学出版社有限公司,7,22094
传感技术与应用（第2版）,28.9,周继明,2/1/2009,中南大学出版社有限责任公司,17,23059
智能家居,58.9,,,上海交通大学出版社,0,25184
触摸式人机界面工程设计与应用,26.2,周志敏,3/1/2013,中国电力出版社,77,16727
人-系统交互工效学 ,24.8,,11/1/2007,凤凰出版社,1,14950
自然语言处理与信息系统会议录 ,374.9,Christian,12/1/2006,崇文书局（原湖北辞书出版社）,0,13252
工业控制与PLC应用丛书 ,54.5,王仁祥,,中国电力出版社,12,15693
现代计算机围棋基础,25.3,刘知青,4/1/2011,北京邮电大学出版社有限公司,57,25294
控制原理与系统实验教程,13.4,陈春俊,9/1/2007,西南交大,4,24069
纯方位目标运动分析,12.6,刘忠,4/1/2009,国防工业出版社,8,27801
自动检测技术及仪表控制系统,22.9,张毅,7/1/2009,化学工业出版社,35,15547
神经计算与生长自组织网络,22.8,程国建,10/1/2008,西安交通大学出版社,8,21485
检测技术与系统设计,26.2,方彦军,10/1/2007,水利水电出版社,17,16604
高级变结构控制理论及应用,20.7,胡剑波,11/1/2008,西北工业大学出版社,95,14666
人工智能、自动推理与符号计算 ,428.5,Jacques,12/1/2002,湖南文艺出版社,0,12228
Clifford传感器网络覆盖,34.5,曹文明,11/1/2011,科学出版社,6,21858
人机交互中人体工效模型的建立及其应用的研究,13.1,周晓磊,2/14/2015,首都经济贸易大学出版社,12,24794
人机交流互动表单鼠标等的设计,23.3,摆渡人工作室,1/1/2001,,0,23439
人工智能方法与应用,17.1,伊朝庆,8/1/2007,华中科技大学出版社,11,13854
虚拟化安全解决方案,47.6,戴夫.沙克尔福,12/18/2015,机械工业出版社,130,15273
创客空间开源制作项目指南 ,31,无线电,8/1/2015,人民邮电出版社,110,15959
传感器技术及应用,38.7,韩裕生,2/1/2013,电子工业出版社,11,21612
计算机辅助研究论文写作指南,21,徐彬,3/1/2009,山东教育出版社,18,29795
智能大厦和智能小区安全防范系统的设计与实施,22.9,黎连业,1/1/2005,清华大学出版社,1,17699
传感器网络中的盲源分离与信号重构,26.9,陈宏滨,11/1/2012,电子工业出版社,21,27565
自动机、语言与程序设计 ,857,Peter,12/1/2002,湖南文艺出版社,0,18995
传感器与PLC编程技术基础（第2版）,11.1,蔡崧,7/1/2008,电子工业出版社,42,18307
人机工程学入门——简明参考指南（原书第3版）,13.8,达尔,1/1/2011,机械工业出版社,34,26290
人机界面标志标识的基本和安全规则 ,12.4,,7/1/2011,中国标准出版社,3,24486
视觉信息认知计算理论,26.9,罗四维,7/1/2010,科学出版社,114,10238
控制系统计算机仿真技术,15,曹梦龙,8/1/2009,化学工业出版社,26,14590
自动控制元件及线路,15.8,梅晓榕,2/1/2001,哈尔滨工业大学出版社,0,28978
高级人工智能（第三版）,66,史忠植,7/1/2011,科学出版社,149,19593
单片机外围器件应用丛书 ,20.7,纪宗南,2/1/2010,中国电力出版社,28,15506
人机交互——用户体验创新的原理,31.1,金振宇,10/1/2014,清华大学出版社,71,12346
人工智能和符号计算 ,401.7,Jaques,12/1/2006,崇文书局（原湖北辞书出版社）,0,22705
传感器原理及其应用,26.4,俞阿龙,2/1/2010,南京大学出版社,2,12333
智能传感器：医疗、健康和环境的关键应用 ,61.4,迈克,12/23/2016,机械工业出版社,515,26816
虚拟现实技术应用和Kinect开发——基于煤层气仿真训练系统 ,33.8,曹林,6/1/2015,电子工业出版社,63,10705
语音信号鲁棒特征提取及可视化技术研究,17.2,韩志艳,2/1/2012,,11,29497
神经信息处理LNCS-4232: ,946.3,Irwin,12/1/2006,湖南文艺出版社,0,13214
GE智能平台自动化系统实训教程－iFIX篇,20.7,刘艺柱,2/1/2015,天津大学出版社,164,25756
仿真技术,39.5,吴重光,,化学工业出版社,0,21257
多模态生物特征识别——基于人脸与人耳信息,43.5,王瑜,12/11/2013,科学出版社,33,29243
基于包含度的粒计算方法与应用,58.6,徐伟华,4/1/2016,科学出版社有限责任公司,15,16204
人工免疫算法理论及应用,17.2,马佳,3/1/2014,,7,22939
多模态生物特征识别——基于人脸与人耳信息,53.8,王瑜,1/1/2019,科学出版社,0,17544
传感器与自动检测技术 ,26.1,张玉莲,7/1/2012,机械工业出版社,24,25157
人工智能,35.6,琼斯,7/1/2010,电子工业出版社,121,26533
无线传感器网络理论、技术与实现,28.9,于宏毅,9/1/2008,国防工业出版社,33,16431
多次压电效应探析及在传感执行器上的应用基础研究,18.2,史丽萍,3/1/2014,黑龙江大学出版社有限责任公司,13,16859
VIP-Fluent ,33.1,,,清华大学出版社,0,14073
数据驱动运动控制系统设计与实现,20.7,曹荣敏,6/1/2012,国防工业出版社,33,27507
数控原理与系统,13.1,陈富安,1/1/2006,人民邮电出版社,3,20249
置信规则库专家系统与复杂系统建模,27.6,周志杰,3/1/2011,科学出版社,80,29955
电脑性能优化设置,19.7,徐津,4/1/2005,电子工业出版社,0,18706
智能控制理论与技术,25.3,孙增圻,4/1/1997,清华大学出版社,14,15247
智能信息处理技术基础,11.7,张炳达,10/1/2008,天津大学出版社,30,20165
模型预测控制,74.5,陈虹,7/1/2013,科学出版社,56,29811
控制工程基础,31.6,许贤良,2/1/2008,国防工业出版社,1,20964
智能系统的基础： ,749.9,Floriana,12/1/2006,湖南文艺出版社,0,24472
多智能体网络一致性协同控制理论及应用,35.6,吴永红,3/1/2013,科学出版社,8,29694
智能科学技术导论,19.3,钟义信,12/1/2006,北京邮电大学出版社有限公司,43,25293
20072008传感器与执行器大全（年卷）——传感器·变送器·执行器,124.8,中国电子学会敏感技术分,4/1/2009,机械工业出版社,1,26015
自动机、语言及编程LNCS-4052: ,624.9,Michele,12/1/2006,崇文书局（原湖北辞书出版社）,0,27604
无线传感器网络技术与应用,47.6,陈林星,3/1/2009,电子工业出版社,32,12305
数据资源的聚类预处理,17.2,夏骄雄,11/1/2011,上海科学普及出版社,25,24860
智能传感器原理、设计与应用,30.8,何金田,1/1/2012,电子工业出版社,71,28704
智能教学系统会议录 ,839.1,Stefano,12/1/2002,湖南文艺出版社,0,21674
网络化控制系统故障诊断与容错控制,18.6,霍志红,12/1/2009,水利水电出版社,48,27323
应用人工智能发展 ,723.1,Hendtlass,12/1/2002,湖南文艺出版社,0,20665
R语言预测实战,54.5,游皓麟,10/1/2016,电子工业出版社,282,16825
自动化工程师职业培训丛书 ,19,顾波,1/1/2011,中国电力出版社,10,16603
计算机控制技术,20.3,刘军,8/1/2011,中国电力出版社,4,19150
人工智能进展会议录Andvaces ,321.4,Robin,12/1/2001,湖南文艺出版社,0,16496
人机交互中的形体与手势语言会议录nd ,392.8,Ipke,12/1/2002,湖南文艺出版社,0,10815
传感器与测试技术,15.1,李娟,8/1/2007,,5,23421
虚拟人技术及应用,38.7,孙守迁,7/1/2010,高等教育出版社,28,15792
计算机控制技术,20,何小阳,3/1/2011,重庆大学出版社,27,12153
传感器实用装置制作集锦,19.5,陈尔绍,10/1/1999,人民邮电出版社,0,26711
遥感实习教程（附盘）,15.2,刘慧平,7/1/2001,高等教育出版社,4,18355
计算机模糊信息处理技术,13.2,姚敏,4/1/1999,上海科学技术文献出版社,0,23681
自动控制的实施与应用会议会议录 ,428.5,Oscar,12/1/2006,崇文书局（原湖北辞书出版社）,0,26656
过程控制技术,17.2,胡邦南,4/1/2009,科学出版社,7,13731
知识系统论,38.7,李伯聪,6/1/2011,科学出版社,61,27878
传感器与自动检测技术,17.4,张玉莲,9/1/2007,机械工业出版社,0,11211
随机系统概论——分析、估计与控制(上册),54.5,韩崇昭,3/1/2014,清华大学出版社,94,11308
Storm源码分析,54.5,李明,11/1/2014,人民邮电出版社,100,26513
多智能体系统的协同群集运动控制,65.6,陈杰,3/1/2017,科学出版社,53,29578
高分辨率遥感影像中道路提取方法的研究,34.5,周绍光,8/1/2012,科学出版社,21,13570
先进制造环境下的控制图技术,20.5,崔敬巍,12/1/2007,东北大学出版社有限公司,1,10496
视觉语音情感识别,51.4,詹永照,4/1/2013,科学出版社,79,19250
机电工程测试技术,10.3,王建民,10/1/1995,中国质检出版社(原中国计量出版社),0,24426
FLUENT ,47.6,,2/1/2014,清华大学出版社,325,11647
智能控制,16.6,刘金琨,5/1/2005,电子工业出版社,9,18867
人工智能,15.1,尚福华,9/1/2008,哈尔滨工业大学出版社,14,14140
集群智能：原理、发展和应用（精装版） ,88.3,Aboul,3/1/2017,电子工业出版社,97,20664
鲁棒控制理论及应用,30,王娟,8/1/2011,电子工业出版社,12,25849
脉冲切换系统最优控制理论及应用,28.4,李瑞,5/1/2010,电子科技大学出版社,0,13660
非参数模型及其自适应控制理论,15,侯忠生,1/1/1999,科学出版社,0,16066
鲁棒控制理论及应用,30,王娟,8/1/2011,电子工业出版社,11,12317
贝叶斯网络在智能信息处理中的应用,26.2,肖秦琨,1/1/2012,国防工业出版社,169,14223
文本挖掘原理,55.3,程显毅,11/1/2010,科学出版社,0,18034
基于不确定性的决策树归纳,47.4,王熙照,6/1/2012,科学出版社,55,13700
人工智能原理与应用,30.8,王文杰,3/1/2004,人民邮电出版社,0,27484
智能控制理论和方法,17.4,李人厚,7/1/2007,西安电子科技大学出版社,7,17790
复杂网络控制系统动力学及其应用,51.4,方建安,10/1/2011,科学出版社,49,21022
遥感图像智能处理,19.3,李朝锋,9/1/2007,电子工业出版社,36,13230
自动控制系统——工业生产过程自动控制系统（修订版）,8.5,邵裕森,7/1/1998,国家开放大学出版社,4,21198
基于自适应动态规划的智能优化控制,44.2,林小峰,3/1/2017,科学出版社有限责任公司,25,20940
西门子人机界面（触摸屏）组态与应用技术 ,27.6,廖常初,7/1/2008,机械工业出版社,1376,11490
人机工程学（附光盘）,32.3,赵江洪,5/1/2006,高等教育出版社,15,22717
控制工程基础,20.6,席剑辉,5/1/2012,国防工业出版社,50,26284
最有人性的“人”——人工智能带给我们的启示（人工智能洛伯纳大奖得主著作，谨以此书纪念不朽的阿兰·图灵诞生100周年）,31,布莱恩.克里斯汀,10/1/2012,人民邮电出版社,110,24556
西门子人机界面（触摸屏）组态与应用技术（附光盘）,27.6,廖常初,6/1/2008,机械工业出版社,573,10886
虚拟仪器设计实训入门,18.2,赵国忠,8/1/2008,国防工业出版社,8,12444
人工智能原理与应用,23.3,张仰森,2/1/2004,高等教育出版社,3,11015
智能系统基础会议录 ,607,Mohand,12/1/2001,湖南文艺出版社,0,25159
人机共创的智慧--著名科学家谈人工智能,4,戴汝为,4/1/1999,广西师范大学出版社,0,23294
动态信任多Agent量化建模与方法研究,61.6,蒋伟进,6/25/2014,科学出版社,10,26926
模糊测度和模糊积分及在分类技术中的应用,37.9,王熙照,3/1/2008,科学出版社,32,18300
非线性系统建模与故障诊断应用,39.5,孔祥玉,1/1/2014,科学出版社,20,12410
第十三届全国敏感元件与传感器学术会议论文集,220.8,,,国防工业出版社,0,24096
人机界面与网络应用技术,40,徐新,6/1/2012,机械工业出版社,34,23496
生物特征识别技术,53.7,苑玮琦,3/1/2009,科学出版社,6,24978
智能报警与控制经典实用电路,14.2,张庆双,6/1/2007,机械工业出版社,9,27317
控制系统课程设计,17.2,张丹,6/1/2012,中南大学出版社有限责任公司,16,28592
现代系统建模与仿真技术(修订版),51.7,刘兴堂,8/1/2011,西北工业大学出版社,84,21012
传感器技术大全（上册）,53.8,张洪润,10/1/2007,北京航空航天大学出版社,440,27438
虚拟智能体理论与技术,38.7,刘箴,2/1/2018,电子工业出版社,17,29835
非线性控制系统,45.8,项国波,12/1/2013,中国电力出版社,13,28231
工业控制计算机系统 ,11,,12/1/2011,中国标准出版社,1,14847
基于子空间理论的人脸识别,19.3,白晓明,12/1/2014,经济科学出版社,5,28407
液压系统动态特性建模仿真技术及应用,33.1,高钦和,9/1/2013,电子工业出版社,122,13961
现代智能算法理论及应用,46.9,黄席樾,3/1/2009,科学出版社,70,18910
光电检测技术与系统（第2版）,22,高岳,6/1/2009,电子工业出版社,60,28466
智能卡安全与应用（第二版）,19.8,英.亨德利,2/1/2002,人民邮电出版社,0,14817
自动演绎－CADE-18会议录 ,535.6,Andrei,12/1/2002,湖南文艺出版社,0,18062
仿真科学与技术：学科发展报告（2009-2010）,30.8,中国科学技术协会,4/1/2010,中国科学技术出版社,23,15816
现代运动控制技术及其应用,24.1,孙培德,6/1/2012,电子工业出版社,18,20514
广义专家系统,17.2,程伟良,2/1/2005,北京理工大学出版社,6,25810
智能控制系统工程的实践与创新（专著）,60,赵宝明,11/1/2014,科技文献出版社,2,20900
人体工程学,24,田树涛,10/1/2012,北京大学出版社,143,23346
设备控制基础,27,朱成华,3/1/2013,电子科技大学出版社,3,18895
智能控制系统工程的实践与创新,40,,,科技文献出版社,0,23638
应用人工智能进展：第19届国际应用智能系统的工业、工程及其它应用会议会议录 ,1035.5,Moonis,12/1/2006,崇文书局（原湖北辞书出版社）,0,20650
IEC算法及其在多目标优化中的应用,12.4,,,暨南大学出版社,3,26171
游戏开发中的人工智能,37.9,布金,9/1/2006,,31,10714
第四范式：数据密集型科学发现,71.1,Tony,6/1/2012,科学出版社,102,17759
智能传感器系统,27.7,刘君华,9/1/1999,西安电子科技大学出版社,1,27757
分散控制系统的人机交互技术,22.1,韩璞,9/1/2007,电子工业出版社,0,16407
智能控制系统及其应用（第2版）,23.7,王顺晃,8/1/2005,机械工业出版社,0,23802
语音与语言处理：自然语言处理、计算语言学和语音识别导论(英文版·第2版),109,朱拉斯凯,12/1/2010,人民邮电出版社,100,11711
反演控制方法与实现,26.2,乔继红,1/1/2012,机械工业出版社,54,20458
虚拟现实技术及其应用,22.1,庄春华,6/1/2010,电子工业出版社,18,23197
智能学简史,24.1,冯天瑾,1/1/2007,科学出版社,103,11896
虚拟实验室技术,34.5,蒋耘晨,3/1/2011,北京理工大学出版社,21,13725
计算机仿真技术平话,7.9,何江华,1/1/2005,国防工业出版社,0,12626
工业和信息产业职业教育教学指导委员会“十二五”规划教材 ,28.4,,3/1/2011,电子工业出版社,0,21848
无模型自适应控制——理论与应用,55.3,侯忠生,6/1/2013,科学出版社,32,18067
游戏开发中的人工智能（影印版）,61.6,布尔格,6/1/2005,东南大学出版社,7,14355
现代测控系统典型应用实例(含CD光盘1张),35.6,李江全,8/1/2010,电子工业出版社,32,28887
自动化学科专业发展战略研究报告,11.1,教育部高等学校自动化专业教学指导分委员会,3/1/2007,高等教育出版社,3,22349
游戏开发中的人工智能[影印版],61.6,布尔格,6/1/2005,东南大学出版社,6,16359
互感器技术实用手册,13.5,吴湛郁,1/1/2011,中国电力出版社,26,28671
非线性协调控制理论研究及应用,37.9,曹少中,8/1/2009,科学出版社,35,11199
自动控制元件,27.7,,,哈尔滨工程大学出版社,15,25379
传感技术与应用教程（第2版）,27.7,张洪润,2/1/2009,清华大学出版社,5,10021
MICAI ,999.8,Alexander,1/1/2006,湖南文艺出版社,0,23975
模糊控制系统及应用,31.4,黄卫华,11/1/2012,电子工业出版社,32,11336
传感器及其应用(电子技术应用专业),9.1,谢文和,7/1/2003,高等教育出版社,0,11638
新兴元启发式优化方法,93.2,赵玉新,8/1/2013,科学出版社,25,17665
新型仿生群智能算法及其生产调度应用,45.8,叶春明,3/1/2016,科学出版社,38,15309
现代控制系统设计理论的新发展(第二版),30,崔家骥,7/1/2007,科学出版社,0,17302
TMETM ,27.7,李素,8/1/2009,中国农业大学出版社,0,14134
智能密码钥匙：原理、技术及应用,47.6,飞天诚信科技股份有限公司,7/1/2015,电子工业出版社,22,10296
智能设计与不确定信息处理,30.8,李玲玲,5/1/2011,机械工业出版社,14,21837
高分辨率卫星遥感影像地学计算,70.3,周成虎,1/1/2009,科学出版社,87,17552
系统仿真技术及其应用（第10卷）,284.4,陈宗海,7/1/2008,中国科学技术大学出版社,0,17296
计算智能——理论技术与应用,45.8,丁永生,12/11/2004,科学出版社,12,23124
现代传感技术及应用(王化祥),20.5,王化祥,9/1/2008,化学工业出版社,12,20442
超弹性体非线性本构理论,33.1,李忱,9/1/2012,国防工业出版社,26,28856
2006,696.3,Maarten,12/1/2006,湖南文艺出版社,0,14589
金属轧制过程人工智能优化,27,,,冶金工业出版社,0,19804
仿真科学与技术原理,44.2,王精业,11/1/2012,电子工业出版社,34,21953
基于知识的智能信息与工程系统： ,1035.5,Bogdan,12/1/2006,湖南文艺出版社,0,13374
FEKO5.4实例教程,17.9,范丽思,1/1/2012,国防工业出版社,115,22653
易输入法,19.3,李晓明,1/1/2002,中国国际广播出版社,0,22138
非线性系统（第三版）（英文版）,75.1,哈里尔,5/1/2012,电子工业出版社,269,14304
复杂非线性系统的自适应优化控制,37.9,罗艳红,6/1/2013,科学出版社,14,10324
自动控制系统（第2版）,26.2,廖晓钟,4/1/2011,北京理工大学出版社,54,21953
电气自动化通用设备应用系列 ,27,王建,2/1/2013,中国电力出版社,12,24350
生物多智能体自主服务计算及其应用,33.1,孙宏彬,7/1/2013,人民邮电出版社,12,26004
过程控制系统及工程,21.3,杨为民,4/1/2008,西安电子科技大学出版社,53,20382
区域稳定性约束鲁棒控制理论及应用,27.7,周武能,2/1/2009,科学出版社,34,10012
模糊专家系统——研究生用书,4.3,李凡,6/1/1995,华中科技大学出版社,1,18698
智能检测控制技术及应用,27.7,曾孟雄,6/1/2008,电子工业出版社,4,21481
模糊分类模型及其集成方法,23.5,阳爱民,8/1/2008,科学出版社,13,25893
人类工效学 ,14.4,,7/1/2011,凤凰出版社,2,23304
第四届国际计算智能和工业应用研讨会论文集（英文）,77.4,于晓萍,7/1/2010,电子工业出版社,0,18529
